[2025-10-03T19:42:33.086Z] JSON parse error: Expected ':' after property name in JSON at position 2297 (line 18 column 186)
[2025-10-03T20:06:21.347Z] JSON parse error: Unterminated string in JSON at position 2210 (line 15 column 1809)
[2025-10-03T20:07:23.084Z] JSON parse error: Bad control character in string literal in JSON at position 407 (line 15 column 10)
[2025-10-03T20:08:36.072Z] JSON parse error: Expected ':' after property name in JSON at position 2306 (line 16 column 1880)
[2025-10-03T20:09:33.718Z] JSON parse error: Unterminated string in JSON at position 2207 (line 15 column 1810)
[2025-10-03T21:29:42.537Z] GPT-4 API error: Connection error.
[2025-10-04T00:52:59.254Z] JSON parse error: Expected double-quoted property name in JSON at position 2245 (line 16 column 868)
[2025-10-04T00:54:13.362Z] JSON parse error: Expected double-quoted property name in JSON at position 2832 (line 42 column 1733)
[2025-10-04T00:54:59.912Z] JSON parse error: Expected double-quoted property name in JSON at position 2846 (line 42 column 1729)
[2025-10-04T01:30:09.328Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:28.591Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:32.735Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:36.891Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:41.308Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:45.480Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:49.657Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:53.643Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:07:57.848Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:02.118Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:06.334Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:10.678Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:14.864Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:19.158Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:23.443Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:27.787Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:32.190Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:36.514Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:40.766Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:45.065Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:49.418Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:53.800Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:08:57.806Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:01.862Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:06.276Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:10.573Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:14.998Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:19.158Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:23.347Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:27.651Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:31.754Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:37.267Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:41.662Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:45.947Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:50.255Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:54.731Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:09:58.868Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
[2025-10-04T02:10:03.183Z] GPT-4 API error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.
